filename,label
test1/保山市隆阳区市科学技术奖.xls,教育科技
test1/云南省西双版纳傣族自治州勐海县市国有演出剧场情况.csv,文化休闲
test1/济宁市华侨回国定居申请信息_.xls,外交外事
test1/营口市老边区市国内旅行社业务经营许可证信息_.xls,旅游服务
test1/菏泽市发改委固定资产投资工程核准、申请、立案_.xls,经济管理
test1/天忻州市定襄县科学技术奖.xls,教育科技
test1/白城市通榆县市国控污染物自动监控信息_.xls,生态环境
test1/开发区建设交通局发稿总括信息_.xls,交通运输
test1/济南市山西省长治市长治县区国有企业含参股企业名录_.csv,工业
test1/漾濞彝族自治县省人防资质监理企业名录.csv,工业
test1/永仁县省人防资质监理企业名录.csv,工业
test1/沂水县求职个人信息注册_.xls,劳动人事
test1/吉林省松原市扶余市市汶上县残疾人联合会_残疾人证办理_.csv,医疗卫生
test1/微山县环境保护局_建设工程环境影响介绍信息申请通知表_开放_.xls,生态环境
test1/西海岸新区文艺创作信息_.xls,文化休闲
test1/罗平县市全国工业产品生产许可证获证企业非食品类信息_.xls,工业
test1/云南省保山市龙陵县区法人行政处罚数据.csv,文秘行政
test1/国有建设用地使用权及房屋所有权首次登记一窗受理_.xls,城乡建设
test1/辽宁省营口市鲅鱼圈区市章丘区国有企业含参股企业名录_.csv,工业
test1/即墨区公共场所卫生许可信息_.xls,医疗卫生
test1/设立经营性互联网文化单位审批_长治市襄垣县.csv,文化休闲
test1/德宏傣族景颇族自治州梁河县区职业学校一览表.csv,教育科技
test1/年青岛市教师资格第一批次认定数据信息_.xls,教育科技
test1/武威市民勤县区职业学校一览表.csv,教育科技
test1/市南区中小学校情况表_.xls,教育科技
test1/甘肃省临夏回族自治州永靖县市国内旅行社业务经营许可证信息_.xls,旅游服务
test1/清远市阳城县省名牌产品工业类称号信息_.xls,工业
test1/湖南省怀化市麻阳苗族自治县农林牧渔业产值.csv,农业畜牧业
test1/温州市中小中学科技创新工程信息.csv,教育科技
test1/永州市道县农村常住居民人均可支配收入.csv,经济管理
test1/河北省保定市涞水县常住人口.csv,经济管理
test1/本溪市溪湖区省执法证件信息_.csv,政法监察
test1/粮食行政执法公示信息_.xls,文秘行政
test1/阜新市市辖区市国内旅行社业务经营许可证信息_.xls,旅游服务
test1/印刷公司变更信息_.xls,工业
test1/城区市章丘区国有企业含参股企业名录_.csv,工业
test1/岱岳区民办高中年检成果信息_.xls,教育科技
test1/松原市市国有演出剧场情况.csv,文化休闲
test1/甘肃省平凉市市章丘区国有企业含参股企业名录_.csv,工业
test1/民办非企业单位基本信息_.xls,工业
test1/全省中小学高中组织信息_.xls,教育科技
test1/青岛市燃气燃烧器具气源适配性检测合格产品_.xls,资源能源
test1/凌源市市医疗器械三类生产经营许可备案.csv,医疗卫生
test1/对中学体育工作的检查信息_.xls,文化休闲
test1/德宏傣族景颇族自治州瑞丽市民声阅办记录信息_.csv,文化休闲
test1/甘肃省平凉市华亭县市科学技术奖.xls,教育科技
test1/辽阳市市辖区市国有演出剧场情况.csv,文化休闲
test1/全省公共图书馆文化馆评估定级信息_甘肃省金昌市金川区.csv,文化休闲
test1/湖南省永州市祁阳县城镇非私营单位在岗职工平均工资.csv,劳动人事
test1/四平市伊通满族自治县民声阅办记录信息_.csv,文化休闲
test1/云南省昭通市永善县市全国工业产品生产许可证获证企业非食品类信息_.xls,工业
test1/内资公司股权出质注册信息_.csv,商业贸易
test1/外国公司信息_.xls,工业
test1/菏泽市民品公司总计表信息_.xls,工业
test1/广州市美术馆名录_.xls,文化休闲
test1/县级公共图书馆文化馆总分馆制信息_甘肃省张掖市.csv,文化休闲
test1/徽县区职业学校一览表.csv,教育科技
test1/临沂市安全监督_.xls,文化休闲
test1/设立经营性互联网文化单位审批_重庆市巫溪县.csv,文化休闲
test1/陇南市两当县省城市空气质量发布数据_上饶市.csv,生态环境
test1/交通违纪处理组织.csv,交通运输
test1/张掖市高台县市年月审批项目统计表.xls,城乡建设
test1/保山市龙陵县民声阅办记录信息_.csv,文化休闲
test1/兰州市皋兰县市章丘区国有企业含参股企业名录_.csv,工业
test1/天文山壮族苗族自治州麻栗坡县科学技术奖.xls,教育科技
test1/济南市永善县区国有企业含参股企业名录_.csv,工业
test1/江西省城市空气质量发布数据_兰州市榆中县市.csv,生态环境
test1/竣工验收备案_.xls,城乡建设
test1/江门市住房和城乡建设局行政惩办信息_.xls,文秘行政
test1/十三运周期局管科研工程结题状况归纳表_.xls,文化休闲
test1/朝阳市朝阳县市国控污染物自动监控信息_.xls,生态环境
test1/保定市阜平县城镇非私营单位在岗职工平均工资.csv,劳动人事
test1/朔州市山阴县市国有演出剧场情况.csv,文化休闲
test1/广东省江门航道事务中心行政许可信息设置专用航标和搬迁、拆除或者调整航标申请_.xls,文秘行政
test1/清远市双辽市省名牌产品工业类称号信息_.xls,工业
test1/吉林省四平市公主岭市区法人行政许可数据.csv,文秘行政
test1/重庆市南川区市章丘区国有企业含参股企业名录_.csv,工业
test1/辽宁省朝阳市市辖区市年月审批项目统计表.xls,城乡建设
test1/锦州市古塔区区职业学校一览表 .csv,教育科技
test1/运城市永济市省城市空气质量发布数据_上饶市.csv,生态环境
test1/甘肃省陇南市两当县市国有演出剧场情况.csv,文化休闲
test1/甘肃省酒泉市玉门市市科学技术奖.xls,教育科技
test1/宁波市两化深度融合示范企业信息.csv,工业
test1/云南省玉溪市红塔区区职业学校一览表.csv,教育科技
test1/定西市安定区省人防资质监理企业名录.csv,工业
test1/云南省迪庆藏族自治州维西傈僳族自治县县法人行政处罚数据.csv,文秘行政
test1/福利公司信息总览表.csv,劳动人事
test1/宽城满族自治县实验动物合格证信息.xls,农业畜牧业
test1/重庆市梁平县市年月审批项目统计表.xls,城乡建设
test1/济宁市阜新市海州区县残疾人联合会_残疾人证办理_.csv,医疗卫生
test1/济南市昭通市巧家县区国有企业含参股企业名录_.csv,工业
test1/镇雄县市广东省名牌产品工业类称号信息_.xls,工业
test1/江西省城市空气质量发布数据_曲靖市市辖区市.csv,生态环境
test1/山西省临汾市古县省城市空气质量发布数据_上饶市.csv,生态环境
test1/吉林省白山市浑江区市广东省名牌产品工业类称号信息_.xls,工业
test1/吉林省长春市双阳区县法人行政处罚数据.csv,文秘行政
test1/云南省楚雄彝族自治州禄丰县省城市空气质量发布数据_上饶市.csv,生态环境
test1/定点医疗服务组织执行医保政策稽核信息_.xls,医疗卫生
test1/静乐县市广东省名牌产品工业类称号信息_.xls,工业
test1/高危险性体育工程经营许可批准基本信息_.xls,文化休闲
test1/德惠市省城市空气质量发布数据_上饶市.csv,生态环境
test1/种畜禽生产经营许可证审批变更信息.csv,农业畜牧业
test1/资源名称： 非涉密政务信息化应用摸底调研汇总表自建.csv,资源能源
test1/建设工程环境影响通知书送审版送审_.xls,生态环境
test1/江西省城市空气质量发布数据_甘肃省陇南市徽县市.csv,生态环境
test1/私营分公司注销登记办件结果信息_.xls,工业
test1/镇雄县市国有演出剧场情况.csv,文化休闲
test1/青岛市农村居民支出·状况_.xls,财税金融
test1/国家税务总局北京市税务局行政处置信息.csv,文秘行政
test1/艺术考级公司目录_.csv,文化休闲
test1/蓬莱市社会团体名录_.xls,文化休闲
test1/县级公共图书馆文化馆总分馆制信息_临夏回族自治州临夏县.csv,文化休闲
test1/非煤矿矿山公司安全生产许可证_.xls,资源能源
test1/云南省文山壮族苗族自治州市章丘区国有企业含参股企业名录_.csv,工业
test1/明山区市国有演出剧场情况.csv,文化休闲
test1/龙城区区职业学校一览表 .csv,教育科技
test1/辽宁省锦州市北镇市市国内旅行社业务经营许可证信息_.xls,旅游服务
test1/云南省玉溪市市辖区省执法证件信息_.csv,政法监察
test1/设立经营性互联网文化单位审批_重庆市合川区.csv,文化休闲
test1/泰安市新旧动能转换重大工程信息_.xls,城乡建设
test1/甘肃省庆阳市合水县市年月审批项目统计表.xls,城乡建设
test1/庆阳市庆城县市章丘区国有企业含参股企业名录_.csv,工业
test1/东莞市供热工程竣工验收备案信息_.xls,城乡建设
test1/山东省固体废物跨省转移批准效果_.xls,生态环境
test1/山东省医疗卫生组织二类疫苗集中采购_中标效果_.xls,医疗卫生
test1/和平区市全国工业产品生产许可证获证企业非食品类信息_.xls,工业
test1/兖州区林业局_林业植物检疫_.xls,农业畜牧业
test1/水富县市科学技术奖.xls,教育科技
test1/甘肃省平凉市崆峒区市道路运输车辆综合性能检测机构名单_.xls,交通运输
test1/阜新市清河门区省城市空气质量发布数据_上饶市.csv,生态环境
test1/出让国有建设用地使用权结果公告_.csv,城乡建设
test1/建设工程环境影响注册表申请信息_.xls,生态环境
test1/楚雄彝族自治州双柏县区法人行政许可数据.csv,文秘行政
test1/哈尔滨市高危险性体育工程经营场所总计信息.csv,文化休闲
test1/辽宁省抚顺市清原满族自治县市全国工业产品生产许可证获证企业非食品类信息_.xls,工业
test1/平凉市华亭县市广东省名牌产品工业类称号信息_.xls,工业
test1/吉林市蛟河市区法人行政处罚数据.csv,文秘行政
test1/水产苗种生产批准.xls,农业畜牧业
test1/泰安市结合民用建筑修建防空地下室审批信息_.xls,城乡建设
test1/山西省忻州市神池县市道路运输车辆综合性能检测机构名单_.xls,交通运输
test1/企业采用国际标准和国外先进标准_.xls,工业
test1/清原满族自治县市全国工业产品生产许可证获证企业非食品类信息_.xls,工业
test1/可作为原料的固体废物进口申请成果_.xls,生态环境
test1/重点排污单位名录_.csv,生态环境
test1/济南市公司所得税核定征收公司清单信息_.xls,财税金融
test1/济南市济阳区网上订餐餐饮外卖检查结果_.xls,生态环境
test1/事业公司法人设立注册信息_.xls,劳动人事
test1/锦州市凌河区省人防资质监理企业名录.csv,工业
test1/云南省曲靖市师宗县市章丘区国有企业含参股企业名录_.csv,工业
test1/辽宁省锦州市凌海市市医疗器械三类生产经营许可备案.csv,医疗卫生
test1/城市公交业户信息_.xls,交通运输
test1/九台区市汶上县残疾人联合会_残疾人证办理_.csv,医疗卫生
test1/严重违法失信企业名单_.xls,政法监察
test1/大理白族自治州永平县市医疗器械三类生产经营许可备案.csv,医疗卫生
test1/全省公共图书馆文化馆评估定级信息_山西省阳泉市矿区.csv,文化休闲
test1/甘肃省天水市张家川回族自治县区职业学校一览表 .csv,教育科技
test1/事业企业工作个人考核等次信息_.xls,劳动人事
test1/山西省临汾市曲沃县市国控污染物自动监控信息_.xls,生态环境
test1/辽宁省锦州市北镇市市国控污染物自动监控信息_.xls,生态环境
test1/清远市甘肃省兰州市城关区省名牌产品工业类称号信息_.xls,工业
test1/哲学、宗教相关图书信息_.csv,文化休闲
test1/天水市清水县区职业学校一览表.csv,教育科技
test1/吉林省白山市市辖区区职业学校一览表.csv,教育科技
test1/山西省大同市天镇县区法人行政许可数据.csv,文秘行政
test1/长春市九台区市国内旅行社业务经营许可证信息_.xls,旅游服务
test1/沂水县房地产开发公司许可三级、四级申请_.xls,城乡建设
test1/企业养老保险关系转移接续信息_.xls,财税金融
test1/设立经营性互联网文化单位审批_积石山保安族东乡族撒拉族自治县.csv,文化休闲
test1/天山西省临汾市乡宁县科学技术奖.xls,教育科技
test1/全省特种设备生产公司、检验组织监察检查信息_.xls,劳动人事
test1/辽宁省抚顺市市辖区市国有演出剧场情况.csv,文化休闲
test1/许孟派出所旅馆注册信息_.xls,旅游服务
test1/单位内部办研发机构情况.csv,教育科技
test1/山西省大同市矿区市广东省名牌产品工业类称号信息_.xls,工业
test1/设立经营性互联网文化单位审批_贡山独龙族怒族自治县.csv,文化休闲
test1/中级、高级职称评审通过人员信息_.csv,教育科技
test1/梁平县区法人行政许可数据.csv,文秘行政
test1/甘肃省武威市市国控污染物自动监控信息_.xls,生态环境
test1/烟台市住房和城乡建设局建设领域随机抽查事项清单_.xls,城乡建设
test1/新疆维吾尔自治区自治区直辖县级行政区划石河子市历年地区生产总值.csv,经济管理
test1/西固区区法人行政处罚数据.csv,文秘行政
test1/乳山市苹果种植状况信息_.xls,农业畜牧业
test1/长岛县人社局年公司养老保险关系转移办理信息_.xls,劳动人事
test1/清远市辽宁省辽阳市灯塔市省名牌产品工业类称号信息_.xls,工业
test1/安宁区市医疗器械三类生产经营许可备案.csv,医疗卫生
test1/辽宁省沈阳市法库县区职业学校一览表.csv,教育科技
test1/运城市垣曲县省人防资质监理企业名录.csv,工业
test1/振安区市国内旅行社业务经营许可证信息_.xls,旅游服务
test1/云南省临沧市凤庆县民声阅办记录信息_.csv,文化休闲
test1/项目概算审批信息发改局_.xls,财税金融
test1/泰安市新道德教育优秀主题班会展评获奖名单_.xls,教育科技
test1/县级公共图书馆文化馆总分馆制信息_崆峒区.csv,文化休闲
test1/广州市市场监督管理局证明事项保留清单.csv,商业贸易
test1/海城市市广东省名牌产品工业类称号信息_.xls,工业
test1/泰安市旅行社许可证注销信息_.xls,旅游服务
test1/南芬区区职业学校一览表 .csv,教育科技
test1/吉林省通化市二道江区市国内旅行社业务经营许可证信息_.xls,旅游服务
test1/清远市甘肃省张掖市民乐县省名牌产品工业类称号信息_.xls,工业
test1/报废汽车回收监管信息_.xls,交通运输
test1/新疆维吾尔自治区阿勒泰地区全市及辖市区规上工业增加值.csv,工业
test1/年蒲江县地方政府性债务限额和余额i情况汇总表.xls,财税金融
test1/社会公用计量规范和计量规范信息_.xls,资源能源
test1/湘西土家族苗族自治州季度地区生产总值.csv,经济管理
test1/市辖区内仅涉及销售、使用Ⅳ类、Ⅴ类放射源，生产、销售和使用Ⅱ类、Ⅲ类射线装置，丙级非密封放射性物质工作场所销售、使用等企业的辐射安全许可证的变更_开放_.xls,生态环境
test1/济南市甘肃省白银市会宁县区国有企业含参股企业名录_.csv,工业
test1/市政设施建设类申请办件成果信息_.xls,城乡建设
test1/曲靖市宣威市民声阅办记录信息_.csv,文化休闲
test1/吉林省白山市临江市市年月审批项目统计表.xls,城乡建设
test1/山西省晋中市祁县市道路运输车辆综合性能检测机构名单_.xls,交通运输
test1/吉林省延边朝鲜族自治州图们市县法人行政处罚数据.csv,文秘行政
test1/零售额按销售地区分.csv,商业贸易
test1/办理工程质量监管手续注册信息_.xls,城乡建设
test1/济南市高新区卫生监察行政惩办公告_.xls,文秘行政
test1/责一旅游工程信息_ .csv,旅游服务
test1/临猗县市章丘区国有企业含参股企业名录_.csv,工业
test1/青岛市专利代理组织清单_.xls,教育科技
test1/大同市广灵县区职业学校一览表 .csv,教育科技
test1/应急管理公开事项总结信息_.xls,政法监察
test1/赤城县季度地区生产总值.csv,经济管理
test1/哈尔滨市废气重点排污单位信息.csv,生态环境
test1/购置税征收点信息.csv,财税金融
test1/青海省黄南藏族自治州河南蒙古族自治县季度地区生产总值.csv,经济管理
test1/全国工业产品生产许可获证公司信息非食品类_.csv,工业
test1/云南省怒江傈僳族自治州市全国工业产品生产许可证获证企业非食品类信息_.xls,工业
test1/日照市莒县莒县生产总额季报_.xls,经济管理
test1/天通榆县科学技术奖.xls,教育科技
test1/辽宁省营口市西市区市汶上县残疾人联合会_残疾人证办理_.csv,医疗卫生
test1/甘肃省兰州市皋兰县省人防资质监理企业名录.csv,工业
test1/辽阳市文圣区市科学技术奖.xls,教育科技
test1/牟平区发展和改革局县级行政权力事项中的“一次办好”事项清单_.xls,文秘行政
test1/运城市市辖区市国有演出剧场情况.csv,文化休闲
test1/陇川县市国有演出剧场情况.csv,文化休闲
test1/吐鲁番市托克逊县实验动物合格证信息.xls,农业畜牧业
test1/县级公共图书馆文化馆总分馆制信息_张掖市.csv,文化休闲
test1/景泰县县法人行政处罚数据.csv,文秘行政
test1/运城市县法人行政处罚数据.csv,文秘行政
test1/清远市曲靖市宣威市省名牌产品工业类称号信息_.xls,工业
test1/济南市天桥区民生连线类积分总结状况_.xls,文秘行政
test1/宣化区年预算草案 .xls,财税金融
test1/云南省玉溪市峨山彝族自治县区法人行政许可数据.csv,文秘行政
test1/忻府区市章丘区国有企业含参股企业名录_.csv,工业
test1/交管主考车型业务信息.csv,交通运输
test1/设立经营性互联网文化单位审批_晋城市高平市.csv,文化休闲
test1/省高新技术公司总括表_.xls,教育科技
test1/甘肃省定西市安定区市国内旅行社业务经营许可证信息_.xls,旅游服务
test1/牡丹区对违纪设立排污口的处置_.xls,生态环境
test1/梁山县卫生和筹划生育局_公共场所卫生许可_.xls,医疗卫生
test1/济宁市桓仁满族自治县县残疾人联合会_残疾人证办理_.csv,医疗卫生
test1/江西省城市空气质量发布数据_辽宁省营口市站前区市.csv,生态环境
test1/潼南区省执法证件信息_.csv,政法监察
test1/辽宁省朝阳市双塔区民声阅办记录信息_.csv,文化休闲
test1/打击非法行医信息_.csv,医疗卫生
test1/设立经营性互联网文化单位审批_平定县.csv,文化休闲
test1/济南市艾滋病抗体初筛检测点_.xls,医疗卫生
test1/江西省城市空气质量发布数据_甘肃省平凉市静宁县市.csv,生态环境
test1/威海市社工人员信息_.xls,劳动人事
test1/官渡区省人防资质监理企业名录.csv,工业
test1/全省公共图书馆文化馆评估定级信息_岚县.csv,文化休闲
test1/地理标志商标名录_.xls,商业贸易
test1/基金会年检结果信息.csv,医疗卫生
test1/本溪市桓仁满族自治县省人防资质监理企业名录.csv,工业
test1/和田地区策勒县农村常住居民人均可支配收入.csv,经济管理
test1/正宁县区职业学校一览表 .csv,教育科技
test1/基层法律服务所_.xls,政法监察
test1/江西省城市空气质量发布数据_忻州市保德县市.csv,生态环境
test1/曲靖市市辖区市医疗器械三类生产经营许可备案.csv,医疗卫生
test1/夏县市医疗器械三类生产经营许可备案.csv,医疗卫生
test1/兰陵县应急设备台账_.xls,城乡建设
test1/榆社县市科学技术奖.xls,教育科技
test1/税务师事务所行政注册信息_.xls,文秘行政
test1/丹东市振兴区民声阅办记录信息_.csv,文化休闲
test1/乳山市花生种植状况信息_.xls,农业畜牧业
test1/天津市文化出口重点工程信息.xls,文化休闲
test1/医疗组织基本信息_.xls,医疗卫生
test1/烟台市旅行社分公司撤销立案通知_.xls,旅游服务
test1/吉林省通化市市辖区省执法证件信息_.csv,政法监察
test1/宁阳县审计局发文管理信息_.xls,财税金融
test1/曲阜市食品药品监督管理局_执业药师注册_.xls,医疗卫生
test1/临沂市农业局农业行政惩办案情信息公开_.xls,文秘行政
test1/云南省红河哈尼族彝族自治州开远市市汶上县残疾人联合会_残疾人证办理_.csv,医疗卫生
test1/建设项目水资源论证报告书审批_.xls,资源能源
test1/狂犬病门诊信息总览表_.xls,医疗卫生
test1/江西省城市空气质量发布数据_阳曲县市.csv,生态环境
test1/辽宁省铁岭市开原市县法人行政处罚数据.csv,文秘行政
test1/兖州区教育体育局_举办实施学历教育、学前教育、自学考试助学及其他文化教育的民办高中筹设申请_开放_.xls,文化休闲
test1/昔阳县市国内旅行社业务经营许可证信息_.xls,旅游服务
test1/忻州市静乐县市广东省名牌产品工业类称号信息_.xls,工业
test1/江门市司法鉴定机构信息_.xls,政法监察
test1/湖南省农业资源与环境保护管理站土壤样品保存库建设工程代建企业招标代理组织比选通知.xls,生态环境
test1/全省公共图书馆文化馆评估定级信息_太原市娄烦县.csv,文化休闲
test1/蓬莱市空气环境监测情况_.xls,生态环境
test1/设立经营性互联网文化单位审批_运城市闻喜县.csv,文化休闲
test1/承发包勘察类.csv,城乡建设
test1/广州番禺职业技术学院录取情况_按年_.csv,教育科技
test1/县级公共图书馆文化馆总分馆制信息_天水市.csv,文化休闲
test1/屯昌县户籍人口.csv,经济管理
test1/互联网上网服务营业场所许可数据_.xls,文化休闲
test1/山西省太原市杏花岭区区职业学校一览表.csv,教育科技
test1/北京市粮食局行政处罚职权汇总表年版.csv,文秘行政
test1/专利代理机构管理信息_.xls,教育科技
test1/吕梁市孝义市市年月审批项目统计表.xls,城乡建设
test1/设立经营性互联网文化单位审批_临汾市翼城县.csv,文化休闲
test1/对公司和个人违反国家有关投资建设工程规定的惩办.xls,政法监察
test1/山西省运城市闻喜县县法人行政处罚数据.csv,文秘行政
test1/全省公共图书馆文化馆评估定级信息_太原市阳曲县.csv,文化休闲
test1/全省公共图书馆文化馆评估定级信息_甘肃省陇南市武都区.csv,文化休闲
test1/朔州市应县民声阅办记录信息_.csv,文化休闲
test1/招远市药品抽检成果公告_.xls,医疗卫生
test1/县城准则化农贸市场信息_.xls,农业畜牧业
test1/吉林省白山市市医疗器械三类生产经营许可备案.csv,医疗卫生
test1/烟台市级教师教育工作项目_.xls,教育科技
test1/流动就业人员基本医疗保险关系转移接续信息_.xls,医疗卫生
test1/丽水市医疗保险经办机构信息.csv,医疗卫生
test1/保山市昌宁县市国控污染物自动监控信息_.xls,生态环境
test1/西畴县区法人行政许可数据.csv,文秘行政
test1/广州市农业机械总动力和拥有量_.xls,农业畜牧业
test1/太谷县省城市空气质量发布数据_上饶市.csv,生态环境
test1/山西省吕梁市孝义市市广东省名牌产品工业类称号信息_.xls,工业
test1/消毒产品生产公司卫生许可目录_.csv,医疗卫生
test1/企业无违规证明材料土地管理_.csv,政法监察
test1/县级公共图书馆文化馆总分馆制信息_山西省长治市.csv,文化休闲
test1/省级高新技术企业研发中心信息.csv,教育科技
test1/绥中县民声阅办记录信息_.csv,文化休闲
test1/云县市全国工业产品生产许可证获证企业非食品类信息_.xls,工业
test1/甘肃省庆阳市西峰区市道路运输车辆综合性能检测机构名单_.xls,交通运输
test1/辽阳市太子河区市国控污染物自动监控信息_.xls,生态环境
test1/项目立项信息_.xls,城乡建设
test1/无锡市民政局总括信息发布日程表_.csv,民政社区
test1/设立经营性互联网文化单位审批_山西省临汾市曲沃县.csv,文化休闲
test1/寿光市预防接种公司基础信息_.xls,医疗卫生
test1/学生小饭桌公告_.xls,教育科技
test1/临夏回族自治州永靖县区法人行政处罚数据.csv,文秘行政
test1/辽宁省朝阳市龙城区区职业学校一览表 .csv,教育科技
test1/临城县年末耕地面积.csv,农业畜牧业
test1/山西省忻州市河曲县市医疗器械三类生产经营许可备案.csv,医疗卫生
test1/公路里程数信息_.csv,交通运输
test1/菏泽市行政处置信息_.xls,文秘行政
test1/重庆市沙坪坝区省执法证件信息_.csv,政法监察
test1/市高新技术公司清单_.xls,教育科技
test1/市发展改革委权力清单行政奖励_.csv,经济管理
test1/云南省临沧市沧源佤族自治县市章丘区国有企业含参股企业名录_.csv,工业
test1/天酉阳土家族苗族自治县科学技术奖.xls,教育科技
test1/泰安市级社会保险基金预算结余信息_.xls,财税金融
test1/四平市公主岭市省执法证件信息_.csv,政法监察
test1/富民县市医疗器械三类生产经营许可备案.csv,医疗卫生
test1/吉林省长春市朝阳区省人防资质监理企业名录.csv,工业
test1/菏泽市准予在菏开展安全介绍及准则化评审活动的组织状况表_.xls,信息产业
test1/福州市农副产品平价商店目录平价商品平均价格_.csv,经济管理
test1/天甘肃省庆阳市庆城县科学技术奖.xls,教育科技
test1/辽宁省沈阳市浑南区市国控污染物自动监控信息_.xls,生态环境
test1/费县县农业局公共服务事项目录_.xls,农业畜牧业
test1/监管《生育证》申请、发放信息_.xls,医疗卫生
test1/公司批准目录工程名称信息_.xls,工业
test1/临沂市工业公司能源购进、消费与库存状况_.xls,工业
test1/通化县市全国工业产品生产许可证获证企业非食品类信息_.xls,工业
test1/江源区市国控污染物自动监控信息_.xls,生态环境
test1/全省公共图书馆文化馆评估定级信息_大理白族自治州云龙县.csv,文化休闲
test1/济宁市辽宁省辽阳市县残疾人联合会_残疾人证办理_.csv,医疗卫生
test1/山西省临汾市曲沃县区职业学校一览表 .csv,教育科技
test1/甘州区省执法证件信息_.csv,政法监察
test1/劳务派遣经营异常清单公司信息人资局_.xls,劳动人事
test1/济宁市耿马傣族佤族自治县县残疾人联合会_残疾人证办理_.csv,医疗卫生
test1/繁峙县省人防资质监理企业名录.csv,工业
test1/吉林省四平市梨树县区职业学校一览表 .csv,教育科技
test1/墨玉县年末耕地面积.csv,农业畜牧业
test1/广饶县荣获市乡村之星信息_.xls,农业畜牧业
